Date,Adj Close,EMA_30,EMA_100,Buy Signals,Sell Signals
2022-08-15,19.005905151367188,17.63605065390966,19.040524661086224,,19.005905151367188
2022-12-08,17.154943466186523,15.50798572906193,15.464268571212854,17.154943466186523,
2023-01-03,14.303279876708984,15.537527125914762,15.557794444301717,,14.303279876708984
2023-01-13,16.885162353515625,15.610767589448836,15.56807729182955,16.885162353515625,
2025-03-03,114.04950714111328,130.55627906557885,131.30554414609327,,114.04950714111328
